section,group_or_category,priority,term_or_phrase,why_important,recommended_response_style,source
vulnerability_keyword,keyword_flag,medium_priority,casual work,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,gig economy,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,self employed struggling,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,low_priority,manager,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,low_priority,write off,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,low_priority,bereavement,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,low_priority,deaf,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,low_priority,blind,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,low_priority,disabled,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,low_priority,unemployed,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,low_priority,homeless,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,low_priority,illness,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,low_priority,surgery,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,low_priority,feeling low,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,low_priority,stressed,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,low_priority,side effects,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,low_priority,grieving,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,low_priority,drug,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,low_priority,addiction,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,low_priority,alcohol,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,low_priority,repossession,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,low_priority,arrears,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,low_priority,forbearance,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,low_priority,tax credit,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
